Country.Region,Province.State,date,confirmed,recovered,deaths,hospitalized_symptoms,isolated_at_home,tested,close_observation,suspected,hospitalized_intensive,active
China,Ningxia,2020-01-23,1,0,0,NA,NA,NA,NA,NA,NA,1
China,Qinghai,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
China,Shaanxi,2020-01-23,3,0,0,NA,NA,NA,NA,NA,NA,3
China,Shandong,2020-01-23,6,0,0,NA,NA,NA,NA,NA,NA,6
China,Shanghai,2020-01-23,16,0,0,NA,NA,NA,NA,NA,NA,16
China,Shanxi,2020-01-23,1,0,0,NA,NA,NA,NA,NA,NA,1
China,Sichuan,2020-01-23,8,0,0,NA,NA,NA,NA,NA,NA,8
China,Tianjin,2020-01-23,4,0,0,NA,NA,NA,NA,NA,NA,4
China,Tibet,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
China,Xinjiang,2020-01-23,2,0,0,NA,NA,NA,NA,NA,NA,2
China,Yunnan,2020-01-23,2,0,0,NA,NA,NA,NA,NA,NA,2
China,Zhejiang,2020-01-23,27,0,0,NA,NA,NA,NA,NA,NA,27
Colombia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Congo (Brazzaville),total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Congo (Kinshasa),total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Costa Rica,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Cote d'Ivoire,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Croatia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Cuba,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Cyprus,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Czechia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Denmark,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Denmark,Faroe Islands,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Denmark,Greenland,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Diamond Princess,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Djibouti,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Dominica,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Dominican Republic,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Ecuador,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Egypt,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
El Salvador,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Equatorial Guinea,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Eritrea,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Estonia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Eswatini,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Ethiopia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Fiji,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Finland,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
France,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
France,French Guiana,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
France,French Polynesia,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Guadeloupe,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Martinique,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Mayotte,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
France,New Caledonia,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Reunion,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Saint Barthelemy,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
France,St Martin,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Gabon,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Gambia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Georgia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Germany,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Ghana,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Greece,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Grenada,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Guatemala,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Guinea,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Guinea-Bissau,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Guyana,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Haiti,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Holy See,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Honduras,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Hungary,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Iceland,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
India,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Indonesia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Iran,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Iraq,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Ireland,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Israel,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Jamaica,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Japan,total,2020-01-23,2,0,0,NA,NA,NA,NA,NA,NA,2
Jordan,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Kazakhstan,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Kenya,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
"Korea, South",total,2020-01-23,1,0,0,NA,NA,NA,NA,NA,NA,1
Kosovo,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Kuwait,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Kyrgyzstan,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Laos,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Latvia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Lebanon,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Liberia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Libya,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Liechtenstein,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Lithuania,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Luxembourg,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Madagascar,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Malaysia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Maldives,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Mali,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Malta,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Mauritania,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Mauritius,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Mexico,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Moldova,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Monaco,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Mongolia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Montenegro,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Morocco,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Mozambique,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
MS Zaandam,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Namibia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Nepal,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Netherlands,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Netherlands,Aruba,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Netherlands,Curacao,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Netherlands,Sint Maarten,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
New Zealand,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Nicaragua,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Niger,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Nigeria,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
North Macedonia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Norway,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Oman,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Pakistan,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Panama,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Papua New Guinea,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Paraguay,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Peru,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Philippines,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Poland,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Portugal,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Qatar,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Romania,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Russia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Rwanda,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Saint Kitts and Nevis,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Saint Lucia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Saint Vincent and the Grenadines,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
San Marino,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Saudi Arabia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Senegal,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Serbia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Seychelles,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Singapore,total,2020-01-23,1,0,0,NA,NA,NA,NA,NA,NA,1
Slovakia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Slovenia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Somalia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
South Africa,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Spain,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Sri Lanka,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Sudan,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Suriname,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Sweden,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Switzerland,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Syria,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Taiwan*,total,2020-01-23,1,0,0,NA,NA,NA,NA,NA,NA,1
Tanzania,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Thailand,total,2020-01-23,3,0,0,NA,NA,NA,NA,NA,NA,3
Timor-Leste,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Togo,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Trinidad and Tobago,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Tunisia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Turkey,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Uganda,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Ukraine,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
United Arab Emirates,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Anguilla,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Bermuda,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,British Virgin Islands,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Cayman Islands,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Channel Islands,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Gibraltar,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Isle of Man,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Montserrat,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,Turks and Caicos Islands,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Uruguay,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
US,total,2020-01-23,1,0,0,NA,NA,NA,NA,NA,NA,1
Uzbekistan,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Venezuela,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Vietnam,total,2020-01-23,2,0,0,NA,NA,NA,NA,NA,NA,2
West Bank and Gaza,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Zambia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Zimbabwe,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
China,total,2020-01-23,643,30,18,NA,NA,NA,8420,NA,177,595
Denmark,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
France,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Netherlands,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
United Kingdom,total,2020-01-23,0,0,0,NA,NA,NA,NA,NA,NA,0
Afghanistan,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Albania,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Algeria,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Andorra,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Angola,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Antigua and Barbuda,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Argentina,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Armenia,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,Australian Capital Territory,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,New South Wales,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,Northern Territory,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,Queensland,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,South Australia,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,Tasmania,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,Victoria,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Australia,Western Australia,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Austria,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Azerbaijan,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Bahamas,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Bahrain,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Bangladesh,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Barbados,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Belarus,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Belgium,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Belize,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Benin,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Bhutan,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Bolivia,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Bosnia and Herzegovina,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Brazil,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Brunei,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Bulgaria,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Burkina Faso,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Burma,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Cabo Verde,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Cambodia,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Cameroon,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Alberta,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,British Columbia,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Diamond Princess,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Grand Princess,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Manitoba,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,New Brunswick,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Newfoundland and Labrador,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Northwest Territories,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Nova Scotia,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Ontario,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Prince Edward Island,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Quebec,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Recovered,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Saskatchewan,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Canada,Yukon,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Central African Republic,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Chad,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Chile,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
China,Anhui,2020-01-24,15,0,0,NA,NA,NA,NA,NA,NA,15
China,Beijing,2020-01-24,36,1,0,NA,NA,NA,NA,NA,NA,35
China,Chongqing,2020-01-24,27,0,0,NA,NA,NA,NA,NA,NA,27
China,Fujian,2020-01-24,10,0,0,NA,NA,NA,NA,NA,NA,10
China,Gansu,2020-01-24,2,0,0,NA,NA,NA,NA,NA,NA,2
China,Guangdong,2020-01-24,53,2,0,NA,NA,NA,NA,NA,NA,51
China,Guangxi,2020-01-24,23,0,0,NA,NA,NA,NA,NA,NA,23
China,Guizhou,2020-01-24,3,0,0,NA,NA,NA,NA,NA,NA,3
China,Hainan,2020-01-24,8,0,0,NA,NA,NA,NA,NA,NA,8
China,Hebei,2020-01-24,2,0,1,NA,NA,NA,NA,NA,NA,1
China,Heilongjiang,2020-01-24,4,0,1,NA,NA,NA,NA,NA,NA,3
China,Henan,2020-01-24,9,0,0,NA,NA,NA,NA,NA,NA,9
China,Hong Kong,2020-01-24,2,0,0,NA,NA,NA,NA,NA,NA,2
China,Hubei,2020-01-24,549,31,24,NA,NA,NA,NA,NA,NA,494
China,Hunan,2020-01-24,24,0,0,NA,NA,NA,NA,NA,NA,24
China,Inner Mongolia,2020-01-24,1,0,0,NA,NA,NA,NA,NA,NA,1
China,Jiangsu,2020-01-24,9,0,0,NA,NA,NA,NA,NA,NA,9
China,Jiangxi,2020-01-24,18,0,0,NA,NA,NA,NA,NA,NA,18
China,Jilin,2020-01-24,3,0,0,NA,NA,NA,NA,NA,NA,3
China,Liaoning,2020-01-24,4,0,0,NA,NA,NA,NA,NA,NA,4
China,Macau,2020-01-24,2,0,0,NA,NA,NA,NA,NA,NA,2
China,Ningxia,2020-01-24,2,0,0,NA,NA,NA,NA,NA,NA,2
China,Qinghai,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
China,Shaanxi,2020-01-24,5,0,0,NA,NA,NA,NA,NA,NA,5
China,Shandong,2020-01-24,15,0,0,NA,NA,NA,NA,NA,NA,15
China,Shanghai,2020-01-24,20,1,0,NA,NA,NA,NA,NA,NA,19
China,Shanxi,2020-01-24,1,0,0,NA,NA,NA,NA,NA,NA,1
China,Sichuan,2020-01-24,15,0,0,NA,NA,NA,NA,NA,NA,15
China,Tianjin,2020-01-24,8,0,0,NA,NA,NA,NA,NA,NA,8
China,Tibet,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
China,Xinjiang,2020-01-24,2,0,0,NA,NA,NA,NA,NA,NA,2
China,Yunnan,2020-01-24,5,0,0,NA,NA,NA,NA,NA,NA,5
China,Zhejiang,2020-01-24,43,1,0,NA,NA,NA,NA,NA,NA,42
Colombia,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Congo (Brazzaville),total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Congo (Kinshasa),total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Costa Rica,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Cote d'Ivoire,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Croatia,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Cuba,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Cyprus,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Czechia,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Denmark,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Denmark,Faroe Islands,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Denmark,Greenland,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Diamond Princess,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Djibouti,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Dominica,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Dominican Republic,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Ecuador,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Egypt,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
El Salvador,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Equatorial Guinea,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Eritrea,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Estonia,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Eswatini,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Ethiopia,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Fiji,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Finland,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
France,total,2020-01-24,2,0,0,NA,NA,NA,NA,NA,NA,2
France,French Guiana,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
France,French Polynesia,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Guadeloupe,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Martinique,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Mayotte,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
France,New Caledonia,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Reunion,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
France,Saint Barthelemy,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
France,St Martin,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Gabon,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Gambia,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Georgia,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Germany,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Ghana,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Greece,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Grenada,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Guatemala,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Guinea,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Guinea-Bissau,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Guyana,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Haiti,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Holy See,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Honduras,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Hungary,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Iceland,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
India,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Indonesia,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Iran,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Iraq,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Ireland,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Israel,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Jamaica,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Japan,total,2020-01-24,2,0,0,NA,NA,NA,NA,NA,NA,2
Jordan,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Kazakhstan,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Kenya,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
"Korea, South",total,2020-01-24,2,0,0,NA,NA,NA,NA,NA,NA,2
Kosovo,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
Kuwait,total,2020-01-24,0,0,0,NA,NA,NA,NA,NA,NA,0
